institution_id,macro_category,count,institution_name
I19820366,Geospatial & Seismic Vis,1,Chinese Academy of Sciences
I19820366,Graph Visualization & Text Mining,2,Chinese Academy of Sciences
I19820366,High-Dimensional Data Analysis,2,Chinese Academy of Sciences
I19820366,Social & Biomedical Analytics,1,Chinese Academy of Sciences
I198415970,Social & Biomedical Analytics,1,Université d'Avignon et des Pays de Vaucluse
I198415970,Visual Programming & ML,1,Université d'Avignon et des Pays de Vaucluse
I19894307,Geospatial & Seismic Vis,1,Université de Montpellier
I199028557,Topological Data Analysis,1,Kyushu Sangyo University
I199693650,Graph Visualization & Text Mining,1,Umm al-Qura University
I200166805,Volume Rendering & Immersive Tech,2,Guy's and St Thomas' NHS Foundation Trust
I200332995,Perception & Uncertainty Vis,1,TU Dortmund University
I200576644,Visual Programming & ML,1,HRL Laboratories (United States)
I200719446,Visual Programming & ML,1,Vanderbilt University
I200763008,Volume Rendering & Immersive Tech,1,University of Giessen
I200769079,Causality & Temporal Analysis,1,Hong Kong University of Science and Technology
I200769079,Graph Visualization & Text Mining,27,Hong Kong University of Science and Technology
I200769079,High-Dimensional Data Analysis,12,Hong Kong University of Science and Technology
I200769079,Imaging & Display Technology,2,Hong Kong University of Science and Technology
I200769079,Molecular Simulation,1,Hong Kong University of Science and Technology
I200769079,Network Security & Anomaltic,3,Hong Kong University of Science and Technology
I200769079,Perception & Uncertainty Vis,3,Hong Kong University of Science and Technology
I200769079,Social & Biomedical Analytics,5,Hong Kong University of Science and Technology
I200769079,Visual Programming & ML,31,Hong Kong University of Science and Technology
I200769079,Volume Rendering & Immersive Tech,21,Hong Kong University of Science and Technology
I200870766,Geospatial & Seismic Vis,1,Brookhaven National Laboratory
I200870766,Graph Visualization & Text Mining,1,Brookhaven National Laboratory
I200870766,High-Dimensional Data Analysis,1,Brookhaven National Laboratory
I200870766,Network Security & Anomaltic,1,Brookhaven National Laboratory
I200870766,Visual Programming & ML,1,Brookhaven National Laboratory
I200870766,Volume Rendering & Immersive Tech,1,Brookhaven National Laboratory
I20089843,Geospatial & Seismic Vis,1,Princeton University
I20089843,Graph Visualization & Text Mining,1,Princeton University
I20089843,Imaging & Display Technology,2,Princeton University
I20089843,Visual Programming & ML,1,Princeton University
I20089843,Volume Rendering & Immersive Tech,5,Princeton University
I20121455,High-Dimensional Data Analysis,1,Bielefeld University
I20121455,Volume Rendering & Immersive Tech,1,Bielefeld University
I201448701,Causality & Temporal Analysis,1,University of Washington
I201448701,Graph Visualization & Text Mining,3,University of Washington
I201448701,High-Dimensional Data Analysis,2,University of Washington
I201448701,Imaging & Display Technology,4,University of Washington
I201448701,Network Security & Anomaltic,1,University of Washington
I201448701,Perception & Uncertainty Vis,10,University of Washington
I201448701,Social & Biomedical Analytics,4,University of Washington
I201448701,Visual Programming & ML,12,University of Washington
I201448701,Volume Rendering & Immersive Tech,9,University of Washington
I201537933,Volume Rendering & Immersive Tech,1,Tohoku University
I201726411,Volume Rendering & Immersive Tech,1,United Arab Emirates University
I202276237,High-Dimensional Data Analysis,1,Medical University of Graz
I20231570,Causality & Temporal Analysis,1,Peking University
I20231570,Geospatial & Seismic Vis,1,Peking University
I20231570,Graph Visualization & Text Mining,9,Peking University
I20231570,High-Dimensional Data Analysis,8,Peking University
I20231570,Imaging & Display Technology,1,Peking University
I20231570,Social & Biomedical Analytics,4,Peking University
I20231570,Visual Programming & ML,7,Peking University
I20231570,Volume Rendering & Immersive Tech,5,Peking University
I202524275,Imaging & Display Technology,1,Smith College
I202524275,Volume Rendering & Immersive Tech,1,Smith College
I202697423,Geospatial & Seismic Vis,1,University of Zurich
I202697423,Graph Visualization & Text Mining,2,University of Zurich
I202697423,High-Dimensional Data Analysis,1,University of Zurich
I202697423,Perception & Uncertainty Vis,1,University of Zurich
I202697423,Volume Rendering & Immersive Tech,6,University of Zurich
I202963720,Volume Rendering & Immersive Tech,1,University of St. Gallen
I203172682,High-Dimensional Data Analysis,1,Northern Arizona University
I203951103,Topological Data Analysis,2,Keio University
I203951103,Visual Programming & ML,1,Keio University
I204250578,Geospatial & Seismic Vis,1,"University of California, Irvine"
I204250578,Graph Visualization & Text Mining,2,"University of California, Irvine"
I204250578,High-Dimensional Data Analysis,1,"University of California, Irvine"
I204250578,Imaging & Display Technology,7,"University of California, Irvine"
I204250578,Perception & Uncertainty Vis,1,"University of California, Irvine"
I204250578,Volume Rendering & Immersive Tech,3,"University of California, Irvine"
I204337017,Causality & Temporal Analysis,1,Aarhus University
I204337017,High-Dimensional Data Analysis,1,Aarhus University
I204337017,Visual Programming & ML,1,Aarhus University
I204337017,Volume Rendering & Immersive Tech,8,Aarhus University
I204465549,High-Dimensional Data Analysis,1,Washington University in St. Louis
I204465549,Imaging & Display Technology,1,Washington University in St. Louis
I204465549,Volume Rendering & Immersive Tech,1,Washington University in St. Louis
I204512498,Visual Programming & ML,2,University of Macau
I204553293,Visual Programming & ML,1,"China University of Petroleum, Beijing"
I204722609,Volume Rendering & Immersive Tech,2,Queen's University
I204730241,Graph Visualization & Text Mining,1,Université Paris Cité
I204730241,High-Dimensional Data Analysis,1,Université Paris Cité
I204730241,Molecular Simulation,1,Université Paris Cité
I204730241,Perception & Uncertainty Vis,2,Université Paris Cité
I204730241,Topological Data Analysis,3,Université Paris Cité
I204778367,Volume Rendering & Immersive Tech,1,Norwegian University of Science and Technology
I204824540,Visual Programming & ML,1,University of Wollongong
I204983213,Social & Biomedical Analytics,1,Harbin Institute of Technology
I205237279,Graph Visualization & Text Mining,1,Nankai University
I205237279,Network Security & Anomaltic,1,Nankai University
I205237279,Perception & Uncertainty Vis,1,Nankai University
I205237279,Visual Programming & ML,2,Nankai University
I205640436,Volume Rendering & Immersive Tech,1,Curtin University
I205703379,Molecular Simulation,1,Institut Mines-Télécom
I205703379,Topological Data Analysis,2,Institut Mines-Télécom
I205783295,Molecular Simulation,1,Cornell University
I205783295,Social & Biomedical Analytics,1,Cornell University
I205783295,Topological Data Analysis,1,Cornell University
I205783295,Visual Programming & ML,5,Cornell University
I205783295,Volume Rendering & Immersive Tech,3,Cornell University
I20581793,Perception & Uncertainty Vis,1,University of Kent
I206895457,Volume Rendering & Immersive Tech,2,University of Siegen
I206945453,Graph Visualization & Text Mining,2,Paderborn University
I206945453,Volume Rendering & Immersive Tech,1,Paderborn University
I207623266,Volume Rendering & Immersive Tech,1,Kao Corporation (Japan)
I207624831,Graph Visualization & Text Mining,1,Slovak Academy of Sciences
I212119943,Graph Visualization & Text Mining,1,University of Victoria
I212119943,High-Dimensional Data Analysis,2,University of Victoria
I212119943,Imaging & Display Technology,2,University of Victoria
I212119943,Social & Biomedical Analytics,1,University of Victoria
I212119943,Visual Programming & ML,1,University of Victoria
I212119943,Volume Rendering & Immersive Tech,10,University of Victoria
I21449261,Graph Visualization & Text Mining,1,Masaryk University
I21449261,Molecular Simulation,8,Masaryk University
I21449261,Volume Rendering & Immersive Tech,3,Masaryk University
I216852786,Graph Visualization & Text Mining,1,École Centrale Paris
I216852786,Perception & Uncertainty Vis,1,École Centrale Paris
I219193219,Causality & Temporal Analysis,5,Purdue University West Lafayette
I219193219,Graph Visualization & Text Mining,6,Purdue University West Lafayette
I219193219,High-Dimensional Data Analysis,8,Purdue University West Lafayette
I219193219,Imaging & Display Technology,2,Purdue University West Lafayette
I219193219,Molecular Simulation,1,Purdue University West Lafayette
I219193219,Network Security & Anomaltic,3,Purdue University West Lafayette
I219193219,Perception & Uncertainty Vis,2,Purdue University West Lafayette
I219193219,Social & Biomedical Analytics,7,Purdue University West Lafayette
I219193219,Topological Data Analysis,2,Purdue University West Lafayette
I219193219,Visual Programming & ML,5,Purdue University West Lafayette
I219193219,Volume Rendering & Immersive Tech,21,Purdue University West Lafayette
I22248866,Geospatial & Seismic Vis,1,AgroParisTech
I22299242,High-Dimensional Data Analysis,1,Kyoto University
I223464139,Visual Programming & ML,1,Linnaeus University
I223532165,Causality & Temporal Analysis,1,University of Utah
I223532165,Geospatial & Seismic Vis,2,University of Utah
I223532165,Graph Visualization & Text Mining,10,University of Utah
I223532165,High-Dimensional Data Analysis,20,University of Utah
I223532165,Imaging & Display Technology,12,University of Utah
I223532165,Molecular Simulation,1,University of Utah
I223532165,Network Security & Anomaltic,2,University of Utah
I223532165,Perception & Uncertainty Vis,6,University of Utah
I223532165,Social & Biomedical Analytics,3,University of Utah
I223532165,Topological Data Analysis,20,University of Utah
I223532165,Visual Programming & ML,17,University of Utah
I223532165,Volume Rendering & Immersive Tech,57,University of Utah
I223822909,Graph Visualization & Text Mining,1,Heidelberg University
I223822909,High-Dimensional Data Analysis,2,Heidelberg University
I223822909,Imaging & Display Technology,1,Heidelberg University
I223822909,Perception & Uncertainty Vis,1,Heidelberg University
I223822909,Topological Data Analysis,1,Heidelberg University
I223822909,Visual Programming & ML,4,Heidelberg University
I223822909,Volume Rendering & Immersive Tech,3,Heidelberg University
I22465464,High-Dimensional Data Analysis,1,University of Münster
I22465464,Social & Biomedical Analytics,1,University of Münster
I22465464,Volume Rendering & Immersive Tech,4,University of Münster
I2250650973,Topological Data Analysis,1,Samsung (South Korea)
I2250650973,Visual Programming & ML,1,Samsung (South Korea)
I2250650973,Volume Rendering & Immersive Tech,1,Samsung (South Korea)
I2250653659,Graph Visualization & Text Mining,1,Tencent (China)
I2250653659,High-Dimensional Data Analysis,1,Tencent (China)
I2250653659,Imaging & Display Technology,1,Tencent (China)
I2250653659,Volume Rendering & Immersive Tech,1,Tencent (China)
I2250955327,Causality & Temporal Analysis,1,Huawei Technologies (China)
I2250955327,Graph Visualization & Text Mining,1,Huawei Technologies (China)
I2250955327,Visual Programming & ML,1,Huawei Technologies (China)
I2252078561,High-Dimensional Data Analysis,1,Meta (Israel)
I2252078561,Visual Programming & ML,1,Meta (Israel)
I231293419,Graph Visualization & Text Mining,1,China Academy of Art
I232906412,Graph Visualization & Text Mining,1,Quest University Canada
I232906412,Volume Rendering & Immersive Tech,1,Quest University Canada
I23732399,Topological Data Analysis,2,Montana State University
I237525767,Graph Visualization & Text Mining,1,Zurich Insurance Group (Switzerland)
I24185976,Graph Visualization & Text Mining,1,Sichuan University
I24185976,High-Dimensional Data Analysis,1,Sichuan University
I243754102,Graph Visualization & Text Mining,1,Universidade Federal do Ceará
I24603500,Causality & Temporal Analysis,2,University of Massachusetts Amherst
I24603500,Graph Visualization & Text Mining,1,University of Massachusetts Amherst
I24603500,Imaging & Display Technology,1,University of Massachusetts Amherst
I24603500,Perception & Uncertainty Vis,9,University of Massachusetts Amherst
I24603500,Topological Data Analysis,1,University of Massachusetts Amherst
I24603500,Visual Programming & ML,2,University of Massachusetts Amherst
